AÑO,UNIVERSIDAD,CARRERA,MATRICULADOS,REGION_PLANIFICACION_SEDE,GAM_SEDE,GRADO_ACADEMICO,NIVEL_ACADEMICO,NIVEL_CINE,AREA_CONOCIMIENTO,DISCIPLINA,AREA_UNESCO,DISCIPLINA_UNESCO,STEM_MICITT
2023,Universidad Nacional,Gestión Integral de Fincas,1,Región Huetar Norte,No GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Nacional,Gestión de Negocios Turísticos Bilingües,1,Región Chorotega,No GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2023,Universidad Nacional,Gestión de la Innovación Tecnológica,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Computación,Tecnologías de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad Nacional,Gestión de los Recursos Naturales y Conservación de la Biodiversidad,9,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2023,Universidad Nacional,Gestión y Estudios Ambientales,16,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad Nacional,Gestión y Finanzas Públicas,10,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Nacional,Gestión y Recreación Turística,20,Región Huetar Norte,No GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2023,Universidad Nacional,Género y Desarrollo,54,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Historia,109,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Historia,Artes y Humanidades,Humanidades,NO STEM
2023,Universidad Nacional,Historia Aplicada,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Historia,Artes y Humanidades,Humanidades,NO STEM
2023,Universidad Nacional,Informática,287,Región Central,GAM,Licenciatura,Grado,CINE 6,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad Nacional,Ingeniería Agronómica,86,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Nacional,Ingeniería Ciencias Forestales,130,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Forestales,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad Nacional,Ingeniería Gestión Ambiental,184,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad Nacional,Ingeniería Hidrológica,138,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Manejo de Recursos Hídricos,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad Nacional,Ingeniería de Bioprocesos Industriales,36,Región Central,GAM,Bachillerato,Grado,CINE 6,Ingeniería,Ingeniería Química,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Nacional,Ingeniería de Ciencias Forestales,34,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2023,Universidad Nacional,Ingeniería en Agronomía,190,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Nacional,Ingeniería en Calidad e Innovación Agroalimentaria,93,Región Brunca,No GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Economía Agrícola,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Nacional,Ingeniería en Energías Sostenibles,39,Región Chorotega,No GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Nacional,Inglés,506,Región Central,No GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Inglés,Artes y Humanidades,Idiomas,NO STEM
2023,Universidad Nacional,Jazz y Prácticas Musicales Contemporáneas,15,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Artes Musicales,Artes y Humanidades,Artes,NO STEM
2023,Universidad Nacional,Lengua Francesa,81,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Francés,Artes y Humanidades,Idiomas,NO STEM
2023,Universidad Nacional,Lingüística Aplicada énfasis Inglés,20,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Inglés,Artes y Humanidades,Idiomas,NO STEM
2023,Universidad Nacional,Literatura y Lingüística,56,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Literatura y Lingüística (Español),Artes y Humanidades,Idiomas,NO STEM
2023,Universidad Nacional,Medicina Veterinaria,265,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias de la Salud,Veterinaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,STEM
2023,Universidad Nacional,Mercadeo y Ventas,24,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Mercadeo,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Nacional,Metrología y Calidad,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2023,Universidad Nacional,Música,10,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Artes Musicales,Artes y Humanidades,Artes,NO STEM
2023,Universidad Nacional,Música Ejecución y Enseñanza de Instrumento,85,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2023,Universidad Nacional,Música énfasis Dirección Coral,8,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Musicales,Artes y Humanidades,Artes,NO STEM
2023,Universidad Nacional,Música énfasis Educación Musical,117,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2023,Universidad Nacional,Música énfasis Enseñanza e Interpretación de Canto,8,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2023,Universidad Nacional,Orientación,306,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Orientación,Salud y Bienestar,Bienestar,NO STEM
2023,Universidad Nacional,Pedagogía,23,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Educación Generalista,Educación,Educación,NO STEM
2023,Universidad Nacional,Pedagogía énfasis Didáctica,40,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Generalista,Educación,Educación,NO STEM
2023,Universidad Nacional,Pedagogía énfasis Educación Preescolar,168,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Preescolar,Educación,Educación,NO STEM
2023,Universidad Nacional,Pedagogía énfasis I y II Ciclos de la Educación General Básica,418,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Educación,Educación Primaria,Educación,Educación,NO STEM
2023,Universidad Nacional,Pensamiento Estratégico y Prospectiva,10,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Planificación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Nacional,Perspectivas de Género en Derechos Humanos,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Planificación,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Planificación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Nacional,Planificación Económica y Social,582,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Planificación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Nacional,Política Económica,10,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Economía,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Preparación y Readaptación Física Deportiva,14,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias de la Salud,Terapia Física,Salud y Bienestar,Salud,STEM
2023,Universidad Nacional,Promoción de la Salud Física,52,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2023,Universidad Nacional,Promoción de la Salud y Movimiento Humano,46,Región Brunca,No GAM,Licenciatura,Grado,CINE 6,Ciencias de la Salud,Salud Pública,Salud y Bienestar,Salud,STEM
2023,Universidad Nacional,Psicología,315,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Psicología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Química Industrial,284,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Básicas,Química,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2023,Universidad Nacional,Relaciones Internacionales,299,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Relaciones Internacionales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Relaciones Internacionales y Diplomacia,8,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Relaciones Internacionales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Responsabilidad Social y Sostenibilidad,16,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Relaciones Internacionales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Salud Integral y Movimiento Humano,22,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Educación Física,Educación,Educación,NO STEM
2023,Universidad Nacional,Secretariado Profesional,8,Región Brunca,No GAM,Diplomado,Pregrado,CINE 5,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Nacional,Sistemas de Información,2301,Región Central,GAM,Bachillerato,Grado,CINE 6,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad Nacional,Sistemas de Información Geográfica y Teledetección,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Geografía,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2023,Universidad Nacional,Sociología,373,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad Nacional,Tecnología e Innovación Educativa,32,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Tecnología Educativa,Educación,Educación,NO STEM
2023,Universidad Nacional,Tecnologías de Información,30,Región Central,GAM,Maestría,Posgrado,CINE 7,Computación,Tecnologías de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad Nacional,Teología,55,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Teología,Artes y Humanidades,Humanidades,NO STEM
2023,Universidad Nacional,Topografía y Catastro,201,Región Central,GAM,Bachillerato,Grado,CINE 6,Ingeniería,Ingeniería Topográfica,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2023,Universidad Nacional,Topografía y Geodesia,37,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Topográfica,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2023,Universidad Nacional,Traducción Inglés-Español,43,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Inglés,Artes y Humanidades,Idiomas,NO STEM
2023,Universidad Nacional,Turismo y Desarollo Sostenible,14,Región Chorotega,No GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2023,Universidad Técnica Nacional,Administración Aduanera,569,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Administración Agroindustrial,35,Región Huetar Norte,No GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Administración de Empresas Agropecuarias,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Administración de Compras y Control de Inventarios,230,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Proveeduría,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Administración del Comercio Exterior,36,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Comercio Internacional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Administración y Gestión de Recursos Humanos,729,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Administración de Recursos Humanos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Asistencia Administrativa,258,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Asistencia Veterinaria,31,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias de la Salud,Asistente Veterinaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,STEM
2023,Universidad Técnica Nacional,Comercio Exterior,321,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Comercio Internacional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Contabilidad y Finanzas,1161,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Finanzas,Administración de empresas y derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Contaduría Pública,175,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Contaduría,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Diseño Gráfico,112,Región Pacífico Central,No GAM,Diplomado,Pregrado,CINE 5,Artes y Letras,Diseño Gráfico,Artes y Humanidades,Artes,NO STEM
2023,Universidad Técnica Nacional,Enseñanza de Especialidad Técnica,151,Región Central,No GAM,Profesorado,Pregrado,CINE 5,Educación,Educación Técnica,Educación,Educación,NO STEM
2023,Universidad Técnica Nacional,Gestión Ecoturística,262,Región Chorotega,No GAM,Diplomado,Pregrado,CINE 5,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2023,Universidad Técnica Nacional,Gestión Empresarial,55,Región Chorotega,No GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Gestión de Centros de Servicios Compartidos,33,Región Huetar Norte,No GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Gestión de Empresas de Hospedaje y Gastronómicas,292,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2023,Universidad Técnica Nacional,Gestión y Administración Empresarial,481,Región Chorotega,No GAM,Diplomado,Pregrado,CINE 5,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Ingeniería Acuicultura,70,Región Pacífico Central,No GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Zootecnia,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Técnica Nacional,Ingeniería Agricultura Integrada Bajo Riego,1,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Técnica Nacional,Ingeniería Agronómica,138,Región Chorotega,No GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Técnica Nacional,Ingeniería Electromecánica,382,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Técnica Nacional,Ingeniería Electrónica,496,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Técnica Nacional,Ingeniería Eléctrica,230,Región Pacífico Central,No GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Eléctrica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Técnica Nacional,Ingeniería Energética,58,Región Chorotega,No GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Técnica Nacional,Ingeniería Gestión Ambiental,506,Región Chorotega,No GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad Técnica Nacional,Ingeniería Manejo del Recurso Hídrico,195,Región Central,GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Manejo de Recursos Hídricos,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad Técnica Nacional,Ingeniería Procesos y Calidad,334,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2023,Universidad Técnica Nacional,Ingeniería Producción Animal,1,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Producción Animal,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Técnica Nacional,Ingeniería Producción Industrial,591,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2023,Universidad Técnica Nacional,Ingeniería Salud Ocupacional y Ambiente,660,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Seguridad Laboral,Servicios,Servicios de Higiene y Salud Ocupacional,STEM
2023,Universidad Técnica Nacional,Ingeniería Sistemas de Producción Animal,289,Región Central,GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Producción Animal,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad Técnica Nacional,Ingeniería Tecnología de Alimentos,296,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería de Alimentos,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2023,Universidad Técnica Nacional,Ingeniería Tecnologías de Información,631,Región Chorotega,No GAM,Diplomado,Pregrado,CINE 5,Computación,Tecnologías de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad Técnica Nacional,Ingeniería de Software,993,Región Central,GAM,Diplomado,Pregrado,CINE 5,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad Técnica Nacional,Ingeniería en Ciencias Forestales y Vida Silvestre,230,Región Central,GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Forestales,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad Técnica Nacional,Inglés como Lengua Extranjera,829,Región Central,No GAM,Diplomado,Pregrado,CINE 5,Educación,Enseñanza de Inglés,Educación,Educación,NO STEM
2023,Universidad Técnica Nacional,Logística Internacional,35,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad Técnica Nacional,Mantenimiento Agroindustrial Sostenible,32,Región Huetar Norte,No GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Técnica Nacional,Mecatrónica,44,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2023,Universidad Técnica Nacional,Mediación Pedagógica,47,Región Central,No GAM,Licenciatura,Grado,CINE 6,Educación,Educación Generalista,Educación,Educación,NO STEM
2023,Universidad Técnica Nacional,Medicina Veterinaria,232,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias de la Salud,Veterinaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,STEM
2023,Universidad Técnica Nacional,Tecnología de la Imagen,140,Región Central,GAM,Diplomado,Pregrado,CINE 5,Artes y Letras,Fotografía,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Administración Aduanera y Comercio Exterior,1022,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Administración Educativa,48,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Administración Educativa,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Administración Pública,562,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Administración Pública énfasis Administración Aduanera y Comercio Internacional,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Administración Pública énfasis Gestión Pública,14,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Administración Universitaria,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Administración Educativa,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Administración de Negocios Varios énfasis,2,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Administración e Ingeniería de la Construcción,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2023,Universidad de Costa Rica,Administración y Dirección de Empresas,15,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Administración y Dirección de Empresas énfasis Finanzas,26,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Finanzas,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Administración y Dirección de Empresas énfasis Gerencia,34,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Agronomía,717,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Anatomía Patológica,9,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Anestesiología y Recuperación,70,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Antropología,336,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Antropología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad de Costa Rica,Antropología varios énfasis,16,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Antropología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad de Costa Rica,Archivística,279,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Archivística,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2023,Universidad de Costa Rica,Arquitectura,696,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2023,Universidad de Costa Rica,Arquitectura Tropical,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2023,Universidad de Costa Rica,Arquitectura y Construcción,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2023,Universidad de Costa Rica,Artes,24,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Artes y Letras,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes Dramáticas,149,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Artes Dramáticas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes Plásticas énfasis Cerámica,2,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes Plásticas énfasis Diseño Gráfico,3,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Diseño Gráfico,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes Plásticas énfasis Escultura,5,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes Plásticas énfasis Pintura,6,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes Visuales,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes énfasis Artes Escénicas,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Artes Dramáticas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Artes énfasis Cinematografía,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Producción de Cine y Televisión,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Asistente de Laboratorio,75,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias de la Salud,Asistente de Laboratorio,"Ciencias naturales, matemáticas y estadística",Ciencias Biológicas y afines,STEM
