AÑO,UNIVERSIDAD,CARRERA,MATRICULADOS,REGION_PLANIFICACION_SEDE,GAM_SEDE,GRADO_ACADEMICO,NIVEL_ACADEMICO,NIVEL_CINE,AREA_CONOCIMIENTO,DISCIPLINA,AREA_UNESCO,DISCIPLINA_UNESCO,STEM_MICITT
2023,Universidad de Costa Rica,Astrofísica,8,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Básicas,Física,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2023,Universidad de Costa Rica,Atención Farmacéutica,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Farmacia,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Audiología,149,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias de la Salud,Audiología,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Bibliotecología y Ciencias de la Información,76,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2023,Universidad de Costa Rica,Bibliotecología y Estudios de la Información,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2023,Universidad de Costa Rica,Bibliotecología énfasis Bibliotecas Educativas,236,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2023,Universidad de Costa Rica,Bibliotecología énfasis Ciencias de la Información,160,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2023,Universidad de Costa Rica,Bioinformática y Biología de Sistemas,16,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Básicas,Biología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,STEM
2023,Universidad de Costa Rica,Biología,397,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Básicas,Biología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,STEM
2023,Universidad de Costa Rica,Biología énfasis Genética y Biología Molecular,25,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Básicas,Biología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,STEM
2023,Universidad de Costa Rica,Bioética,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Filosofía,Artes y Humanidades,Humanidades,NO STEM
2023,Universidad de Costa Rica,Cardiología,26,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Cardiología Pediátrica,1,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Ciencia de Alimentos,13,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería de Alimentos,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2023,Universidad de Costa Rica,Ciencias,14,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad de Costa Rica,Ciencias Actuariales,214,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Básicas,Ciencias Actuariales,"Ciencias Naturales, Matemáticas y Estadística",Matemáticas y Estadística,STEM
2023,Universidad de Costa Rica,Ciencias Agrícolas,6,Región Central,GAM,Doctorado,Posgrado,CINE 8,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Ciencias Agrícolas y Recursos Naturales énfasis Biotecnología,5,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Ciencias Agrícolas y Recursos Naturales énfasis Nutrición Animal,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Zootecnia,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Ciencias Agrícolas y Recursos Naturales énfasis Protección de Cultivos,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Ciencias Agrícolas y Recursos Naturales énfasis Suelos,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Ciencias Biomédicas énfasis Bioquímica y Fisiología Celular,2,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Biomédica,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Ciencias Cognoscitivas,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Ciencias Cognoscitivas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Ciencias Morfológicas,8,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Ciencias Médicas y Quirúrgicas,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Ciencias Neurológicas,6,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Ciencias Penales,23,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derecho Penal,Administración de Empresas y Derecho,Derecho,NO STEM
2023,Universidad de Costa Rica,Ciencias Políticas,706,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Ciencias Políticas,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad de Costa Rica,Ciencias Sociales sobre América Central,3,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Sociales,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Atmósfera,4,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Básicas,Meteorología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2023,Universidad de Costa Rica,Ciencias de la Comunicación Colectiva,524,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Comunicación,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación Inicial,188,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Educación,Educación Preescolar,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación Preescolar énfasis Inglés,132,Región Central,No GAM,Bachillerato,Grado,CINE 6,Educación,Educación Preescolar Inglés,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación Primaria,283,Región Central,No GAM,Bachillerato,Grado,CINE 6,Educación,Educación Primaria,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación Primaria énfasis Inglés,368,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación énfasis Administración de la Educación,67,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Administración Educativa,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación énfasis Administración de la Educación No Formal,83,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Generalista,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación énfasis Educación Especial,139,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Especial,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias de la Educación énfasis Orientación,196,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Orientación,Salud y Bienestar,Bienestar,NO STEM
2023,Universidad de Costa Rica,Ciencias del Movimiento Humano,387,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Ciencias del Movimiento Humano en el Medio Natural,16,Región Central,No GAM,Licenciatura,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Cirugía Cardiovascular Toráxica,2,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Cirugía General,33,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Cirugía Pediátrica,10,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Cirugía Plástica y Reconstructiva,6,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Cirugía Toráxica General,2,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Computación e Informática,55,Región Central,GAM,Maestría,Posgrado,CINE 7,Computación,Ciencias de la Computación,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad de Costa Rica,Computación varios énfasis,773,Región Central,GAM,Bachillerato,Grado,CINE 6,Computación,Ciencias de la Computación,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2023,Universidad de Costa Rica,Comunicación y Desarrollo,2,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Comunicación,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2023,Universidad de Costa Rica,Comunicación énfasis Diseño del Lenguaje Audiovisual y Multimedia,33,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Producción Audiovisual,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Contaduría Pública,1752,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Contaduría,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Derecho,1345,Región Central,GAM,Licenciatura,Grado,CINE 6,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,NO STEM
2023,Universidad de Costa Rica,Derecho Ambiental,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derecho Ambiental,Administración de Empresas y Derecho,Derecho,NO STEM
2023,Universidad de Costa Rica,Derecho Comunitario y Derechos Humanos,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derechos Humanos,Administración de Empresas y Derecho,Derecho,NO STEM
2023,Universidad de Costa Rica,Derecho Notarial y Registral,24,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Derecho,Derecho Notarial,Administración de Empresas y Derecho,Derecho,NO STEM
2023,Universidad de Costa Rica,Derecho Público,47,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derecho Público,Administración de Empresas y Derecho,Derecho,NO STEM
2023,Universidad de Costa Rica,Derechos Humanos de la Niñez y la Adolescencia,2,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derechos Humanos,Administración de Empresas y Derecho,Derecho,NO STEM
2023,Universidad de Costa Rica,Dermatología,21,Región Central,GAM,Especialidad Profesional,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2023,Universidad de Costa Rica,Desarrollo Sostenible énfasis Conservación de los Recursos Biológicos,16,Región Central,No GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad de Costa Rica,Desarrollo Sostenible énfasis Formación y Promoción Ecológica,5,Región Central,No GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2023,Universidad de Costa Rica,Desarrollo Urbano y Gestión Territorial,14,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2023,Universidad de Costa Rica,Diplomacia,42,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Relaciones Internacionales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad de Costa Rica,Dirección de Empresas,2736,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2023,Universidad de Costa Rica,Diseño Gráfico,603,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Diseño Gráfico,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Diseño Plástico énfasis Diseño Pictórico,440,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2023,Universidad de Costa Rica,Docencia Universitaria,63,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Docencia,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Economía,554,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Economía,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad de Costa Rica,Economía Agrícola,2,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Economía Agrícola y Agronegocios énfasis Agroambiente,502,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Economía Agrícola,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2023,Universidad de Costa Rica,Economía Varios énfasis,1,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Economía,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2023,Universidad de Costa Rica,Educación,14,Región Central,GAM,Doctorado,Posgrado,CINE 8,Educación,Educación Generalista,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación Especial énfasis Aprendizaje Diverso,15,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Especial,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación Especial énfasis Educación de Personas Trastornos,19,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Especial,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación Inicial Inglés,15,Región Central,No GAM,Licenciatura,Grado,CINE 6,Educación,Educación Preescolar Inglés,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación Matemática,233,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Enseñanza de Matemática,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación Preescolar,175,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Preescolar,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación Primaria,240,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Primaria,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación Primaria Inglés,14,Región Central,No GAM,Licenciatura,Grado,CINE 6,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación énfasis Docencia Universitaria,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Docencia,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación énfasis Evaluación Educativa,16,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Evaluación Educativa,Educación,Educación,NO STEM
2023,Universidad de Costa Rica,Educación énfasis Orientación Área Familiar,2,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Orientación,Salud y Bienestar,Bienestar,NO STEM
2023,Universidad de Costa Rica,Educación énfasis Orientación Área Laboral,6,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Orientación,Salud y Bienestar,Bienestar,NO STEM
